,screen_name,name,verified,created_at,age,age_days,url,description,links,follower_count,follower_rank,avg_new_followers_per_day,favourites_count,favorites_users,avg_likes_last_50,avg_rt_last_50,user_mentions_last_50
46,Flidux,Flidux,False,2022-03-11 23:12:26+00:00,3 days 06:13:48.654903,3,,"Crypto investor, NFT enthusiast 👋 
Follow for info on crypto
💰 Daily Giveaways 💰
#BTC #ETH #SOL #ALGO",[],121,0,40.333333333333336,30,"['GemsScope', 'SkylerFleur', 'Ache12Francisca', 'therobotoken1', 'ashwinkhatri17', 'Amrulla99580063', 'smakosh', 'spacehombre25', 'SNEKITOKEN', 'aygunhkn', 'evanjconrad', 'RealKalygains', 'King_Jammes1', 'UltorexOfficial', 'bmurphypointman', 'LegitimatesX', 'hardrockpunks', 'vikingrockpunks', 'DarrenPromoter', 'topcryptostats', 'PrrinceHaji', 'Planetboy20', 'Antoneville07', 'ZamboWorld', 'P2Eaddict', 'Missfelder', 'kucoincom', 'Stake']",1.8518518518518519,65.70370370370371,"['emma_babra', 'UltorexOfficial', 'maylynne_', 'JoyousHussain', 'ramprasaddausa1', 'Starwezkyy', 'Mosaim9', 'DeGodsNFT', 'Syric99', 'DarrenPromoter', 'oocyndication', 'JPChandigarh', 'Bushido_Society', 'SolportTom', 'yournftlady', 'SUSHEEL38905811', 'P2Eaddict', 'Ritah_ak', 'GemsScope', 'kucoincom', 'Prahlad3K', 'Flidux', 'Lekhrajmeena86', 'Syedptiofficial', 'AnshulP4744878']"
47,crypto__doll,Kel Bel 💗,False,2013-03-12 03:16:16+00:00,3290 days 02:09:59.292833,3290,,my reality check bounced,[],5771,1,1.7541033434650455,17438,"['riseoftheshaman', 'ShamankingInu', 'Jason92519', 'LlegitB', 'DammnThatsCrazy', 'cryptokiddo7', 'Bdos', 'phaltron', 'OlsonPositivity', 'dontforgetsauce', 'binance', 'bossbbe2', 'SAITACrypto', 'warrior72022', 'CryptoToTheSky', 'metaaffluence', 'srrono', 'CK_tweeets', 'REJEKT6', 'ShakaThaGod', 'crypto_deb', 'Iamamystreet', 'KriptoeLol', 'ThinkingDeep__', 'SaitamaQueen01', 'nzTracy1', 'bnalfalasi', 'Crypt0_Dr43ms', 'ScottMac1983', 'ThatFlyinRyan', 'XALAQSA', 'Aldo7412', 'ponzislayer6', 'StottyCrypto', 'Nopenopenope991', 'CryptoMamaRN', 'CryptoCartel33']",4.92,0.9,"['Sarah70822363', 'ANIMEL0VER94', 'FaysalHatoum89', 'ShamankingInu', 'Iammrcrypto', 'InuSaitama', 'KYSaitama', 'cryptokiddo7', 'moonwalkcoins', 'ElBoy62999597', 'SullyFromHTown', 'dontforgetsauce', 'xravexbabyx', 'riseoftheshaman', 'J_Gon15', 'crypto_addicto7', 'Aldo7412', 'Nopenopenope991', 'Phrankie_Luna', 'Christi00695888', 'XALAQSA', 'SAITACrypto', 'Shaunking2804', 'nzTracy1', 'cz_binance', 'Crypt0_Dr43ms', 'GroveToken', 'LlegitB', 'crypto_deb', 'salah_alrawas', 'DammnThatsCrazy', 'henokcrypto', 'SkurpyCEO', 'SONNY_POWPOW', 'dlam1977', 'blockchainboogi', 'CraigBryan6', 'lillyvivvi', 'GGthabawselady', 'Salihktem2']"
48,RealCryptoGraph,CryptoGraph Ratings,False,2018-07-30 05:03:04+00:00,1324 days 00:23:12.030320,1324,,"project #rating #review #AMA 
A subsidiary of @R8Capital 
DM for inquiries
TG: https://t.co/dns9eYQeV0
Discussion:https://t.co/osa9rxP1dn","['https://t.co/dns9eYQeV0', 'https://t.co/osa9rxP1dn']",53778,2,40.6178247734139,2547,"['tapfantasy2021', 'Titan_Hunters', 'RealCryptoGraph', 'SatorSAO', 'RikkeiFinance', 'Soy_Finance', 'DeFiatoOfficial', 'ashwsbreal', 'CCASHCitizen', '0xSpaceSip', 'DarkFrontiersGS', 'SentreProtocol', 'ramcakc', 'cz_binance', 'LilMoonLambo', 'RaydiumProtocol', 'CallistoSupport', 'HuobiGlobal', 'JonathanSigara', 'Crypto_Dep', 'cryptocevo', 'Altcoinbuzznews', 'Kommunitas1', 'unkitpluto', 'RealHappyBlock', 'PontoonFi', 'StarlyNFT']",64.14,294.56,"['SkyVerseNFT', 'ElrondNetwork', 'eliz883', 'backerfigth', 'nft_astros', 'LilMoonLambo', 'crypto_banter', 'erdinc028', 'EricCryptoman', 'chandstwn', 'Heatherfernsby', 'shimacapital', 'UnikongNFT', 'btc_magazin', 'TankWarsZone', 'WiseAnalyze', 'cryptorecruitr', 'DeFiatoOfficial', 'BryanLegendCEO', 'evolution_bsc', 'launchercoin', 'Titan_Hunters', 'YawwwNFT', 'polkastarter', 'ArkyciaMetavers', 'expert_kripto', 'ColliderCraft', 'peterhuntcrypto', 'ZeroHedge_', 'Jamyies', 'AvStarCapital', 'BCBanditsNFT', 'tapfantasy2021', 'ccomissioner', 'AltcoinPepe', 'bitcoin_brown', 'ChadCaff', 'ChinaPumpWXC', 'RikkeiFinance', 'CryptoMatt87', 'Oxbull5', 'BearsRare', 'VRAmillionaire', 'galaxy_sidus', 'TheRyanLion', 'cryptoskullx', 'steelleet', 'CryptoTony__', 'DeadKnight_SOL', 'JumperWave', 'Bullrun_Gravano', 'MoonliftCapital', 'StarterXyz', 'BigCheds', 'VegetaCrypto1', 'CryptoCapo_', 'Crypto_ZeroFi', 'Ralvero', 'cryptokhloe_', 'EleanorTerrett', 'MoonMetaverse_', 'X21_Digital', 'CryowarDevs', 'metaweartoken', 'Magnus_fund', 'easyeight08', 'orca_so', 'MetaTriads', 'Route2FI', 'OuterRingMMO', 'kyle_chasse', 'FrankLambeek', 'moonstarter_off', 'RAFAELA_RIGO_', 'bapetaverse', 'GalaxyPandaNFTs', 'kahiruNFT', 'Sayembabu24', 'Oiggroup', 'CryptoLego0311', 'TheDefiJedi', 'wagmiworld', 'wagmisaurus', 'AvalaunchApp', 'RaydiumProtocol', 'itheum', 'lucianlampdefi', 'The_Delysium', 'REBEL_BOTS', 'cagyjan1', 'IncomeSharks', 'VT6688', 'D4V34NG', 'NomadExiles', 'kokid951', 'Hayess5178', 'CoolGirlsNFT', 'admen_vc_2', 'UceDuce4', 'fanzDAO', 'MagicCraftGame', 'MetaPharaohsNFT', 'ElonTrades', 'Cryptomoon68', 'Filecoin', 'CryptoSuperApe', 'unixplaytoearn', 'uniswap_gem', 'MartaVerse', 'nylo44', 'Defi_Maestro', 'Next100XGEMS', 'bitcoin_queen_', 'CryptoGodJohn', 'PetaByteCapital', 'MetaversusNFT', 'housegamenft', 'Krugman25', 'CryptoPoseidonn', 'TOPDOGE007', 'MiddleChildPabk', 'Cephii1', 'TraderNJ1', 'chirocrypto', 'iamDCinvestor', 'doge_cola', 'paid_network', 'Altcoin_Alerts', 'nirajhodler', 'Crypto_Puppy_', 'MetaGamingGuild', 'animocabrands', 'SkullsPrime', 'BinStarterio', 'Thecryptomist', 'Crypt0mummy', 'BlizzardFund', 'Livercoin', 'sharkraceclub', 'crypto_iso', 'crypto_blkbeard', 'TheLondonCrypto', 'CryptoDaku_', '0x_b1', 'penguinkarts', 'CRyptOracl3', 'cradlesio', 'SentreProtocol', 'THORmaximalist', 'Bullieverse', 'BornToDieGame', 'thewastedlands', 'Morningstar_vc', 'AltcoinSherpa', 'ibcig', 'ShibInform', 'fantomstarter', 'SadafJadran', 'SpintopNetwork', 'PolkaFoundry', 'SeedifyFund', 'depression2019', 'CryptoWizardd', 'missnatoshi', 'ElCryptoDeTony', 'Crypto__emily', 'filterya', 'PaikCapital', 'UkiyoPlayers', 'projectPXN', 'doge1moon_CEO', 'TheSamuraiSaga', 'CryptopepperP', 'TheApiens', 'tehMoonwalkeR', 'ProTheDoge', '2CryptoAddict', 'MonsterCmpnft', 'tinyworldgamefi', 'HuobiVentures', 'cryptocevo', 'BabydogeFanbase', 'AltcoinGordon', 'oddiyana_vc', 'JustinScerini', 'master_ventures', 'ShibInfo', 'ThetanutsFi', 'Astrones2', 'CryptoHarry_', 'DuelistKingNFT', 'gami_nft', 'blondy_chain', 'ycombinator', 'deliqfinance', 'GameYooOfficial', 'XMaximist', 'MYLESGINVEST', 'beniaminmincu', 'chainofalliance', 'Kommunitas1', 'GemsByKans', 'LD_Capital', 'AstronautBTC', 'AukSolciety', 'BITCOINTRAPPER', 'DaCryptoGems', 'FEGchris', 'GaiminIo', 'zhusu', 'coinpaw', 'impossiblefi', 'Un_Charlatan', 'BitBitCrypto', 'Trader_XO', 'cryptoizmedia', 'MetaMansionsNFT', 'TheMoonCarl', 'bballverse_gg', '100XCryptoGem', 'PiratesWorldNFT', 'TartarusFinance', 'bycoinhunter', 'MetabotSociety', 'TheCryptoLark', 'SolfNFT', 'OpCryptoUK', 'davidgokhshtein', 'AceOfCrypto', 'mirlnft', 'ProjectDegis', 'EvanLuthra', 'EncrypticTV', 'TAROVERSEcom', 'Stickman_STMAN', 'rebelsbynight', 'BotPlanet_', 'iSmeshCrypto', 'angrymals', 'Cryptostacy_', 'Chosenonesnft', 'bitcoin_whales', 'HalvingsC', 'TraderDaink', 'CryptoGPO', 'SatorSAO', 'real_metachess', 'HeroesChained', 'TrustPad', 'Cryptoprofe_', 'OnurSuBrk', 'ErthaGame', 'BlocksNThoughts', 'WolfyCryptoMan', 'ADTrainers', 'Icetea_Labs', 'moon3dge', '_RN03xx_', 'PostyXBT', 'j0hnnyw00', 'inmortalcrypto', 'army_shiba', 'ThunderDoge402', 'CryptoTalkMan', 'LadyofCrypto1', 'exnetworkcap', 'MechaChain']"
49,100XCryptoGem,100XCryptoGem 💎🚀🚀,False,2014-09-05 21:11:16+00:00,2747 days 08:15:00.723036,2747,,Crypto currency INFLUENCER  and promoter Low cap gems 💎 & 100X gems 💎#DM me for promotion #BSCGem #ERCgem #metaVerse #NFTpromoter $GHC $AVN #Voting #TRXMining,[],76200,2,27.739352020385876,3124,"['avnrich', 'OilzFinance', 'FLOOF_SOLANA', 'ShibaYachtClub_', 'Wintexwhale', 'BUSDBuffet', '100XCryptoGem', 'MemeTowers', 'BSCGrimaceCoin', 'MetaApeGang', 'YorkshireInu', 'TheScroogeToken', 'punch_club_NFT', 'AirpayFinance', 'flokieasterbsc', 'ELOC_Army', 'RealCryptoGraph', 'PlayerOneWorld', 'heyitsgabbbbb', 'Vanogives', 'metaweartoken', 'Heto_finance', 'ninasimonic', 'FireDoge_Team', 'NewGem100X', 'MeMaToken', 'saba_fotouhi', 'BetDaoOfficial', 'ArchieNeko_', 'SunriseGaming_d', 'MojitoSwap', 'DegenDex', 'ShamankingInu', 'RematicEGC', 'KingsclubSD', 'ZoobitFinance', 'LMAOtokenbsc']",18.92,6.3,"['flokieasterbsc', 'RicTicTim', 'robotshiba', 'LegoatNFT', 'howrareis', 'GalaxyHeroesGHC', 'art_wallet', 'NgcCngH1', 'shinyahotman', 'OilzFinance', 'Marcos35Jlle', '0xPolygon', 'Simoncallssafu', 'MoneyTreeCoin', 'YorkshireInu', 'unan_chakma', 'ShibaYachtClub_', 'metaweartoken', 'RisingSunCoin', 'TheScroogeToken', 'gate_io', 'VT6688', 'jf_nft', 'RematicEGC', 'enigma13o1', 'BSCGrimaceCoin', 'tarisaputhri', 'SpacePeopleNFT', 'CertiKTech', 'BattlesOfWorld', 'SunriseGaming_d', 'bdelgado85', 'CatPepeToken', 'Bobatama', 'Aivangrooso', 'MojitoSwap', 'avnrich', 'yfione', 'ShamankingInu', 'AirpayFinance', 'saba_fotouhi', 'FunnyDonald45', 'FLOOF_SOLANA', 'BUSDBuffet', 'ELOC_bsc', 'Real_NFT_Master', 'altcryptocom', 'Zxc_memy', 'BetDaoOfficial', 'CryptoHuntersFr', 'tko90721032', 'punch_club_NFT', 'FireDoge_Team', 'opensea', 'pixelcatclub', 'MetaApeGang', 'crypto_birb', 'OracleXToken', 'CloverSeedsBSC', 'wendykuhn33', 'Walliderama', 'hidechan420', 'GoToddHart', 'ArchieNeko_', 'helitax1', 'MemeTowers', 'PlayerOneWorld', 'GamingFlokiBSC', 'benjisquad_eth', 'RematiCast_Ray', 'garapwaelah', 'TosinDesire', 'killerbigwinx', 'TrustPad', 'Eufox23', 'elonmusk', 'Heto_finance']"
50,DaCryptoGems,Crypto Gems,False,2021-05-31 13:53:02+00:00,287 days 15:33:15.537227,287,https://t.co/bzrzm1F2g9,"Full time #Crypto Investor and Researcher | Looking for Low Cap Gems which can do multiple X's🧐 | My Post are NFA, Please DYOR 🙏",[],108768,3,378.98257839721254,1848,"['elonmusk', 'cz_binance', 'unoreinsure', 'alastair212', 'bLACKSHAH2', 'Davidsa40782913', 'Jonson20121080', 'Benjami39744524', 'Saira53360292', 'Shami014037228', 'iamHadiChg', 'Shehraz66723285', 'IffrahN', 'Saim4637', 'PaulMar59769689', 'Shani3973', 'IfrahMustahsin', 'QamX653973', 'Isabell01344628', 'janegomz', 'Ibrahimm1952', 'malikdina82', 'AndrewCummins68', 'fatima_affandi', 'ButtHunzi', 'Hassan4689', 'PaulaMate21', 'iamnotlucky0', 'janecrypto4', 'Charles0Ox', 'alexjazzi1', 'jensen2221', 'abruKing12', 'kinggg9201', 'raulkidd12', 'Prashantpc279', 'DonMakaveliTv1', 'AltcoinGordon', 'cryptolovers208', 'Skrillaxio', 'Moris6698380', 'cryptof49539679', 'cryptoboy_12']",46.64,31.04,"['XMaximist', '100trillionUSD', 'VitalikButerin', 'HelloTelos', 'EverburnToken', 'Shehraz66723285', 'McDonalds', 'iamnotlucky0', 'TheCryptoLark', 'BTC_Archive', 'bsindia', 'wonderofscience', 'SaurabhSurana94', 'cz_binance', 'EironFycee', '0xPolygon', 'OWLDAOio', 'TeslaNewsDaily', 'Next100XGEMS', 'IndiaToday', 'MatthewHyland_', 'DogeBNBorg', 'WClementeIII', 'PPathole', 'binance', 'apexnodes', 'elonmusk', 'unoreinsure', 'BillyM2k', 'cobie', 'sandeepnailwal', 'DonMakaveliTv1', 'NorthmanTrader', 'news18dotcom']"
51,TheEliteCrypto,The Elite Crypto,False,2021-02-09 10:13:51+00:00,398 days 19:12:27.480838,398,https://t.co/TrFWymvXPK,The Best Daily Gems and NFT Collections | Crypto Enthusiast | NFA DYOR,[],77624,2,195.03517587939697,1198,"['TheDaoMaker', 'HeroesChained', 'Sekira_NFT', 'cerealclubnft', 'fantom_daily', '_TokenHunter', 'galaxy_sidus', 'AdrianStarr108', 'opensea', 'MetisDAO', 'bsc_daily', 'trader1sz', 'MEXC_Global', 'APompliano', 'news_of_bsc', 'Trader_XO', 'fluiditymoney', 'TheBirbNest', 'avatanetwork', 'RealShibaDoge', 'FTMAlerts', 'AlpacaFinance', 'CryptoFinally', 'TheEliteCrypto', 'Defina_Official', '0xPolygon', 'rajgokal', 'HuobiGlobal', 'TheBinanceNFT', 'cz_binance', 'binance', 'S_G_O_A_T', 'netswapofficial', 'iSafePal', 'BNBCHAIN', 'Hotbit_news', 'MOBOX_Official', 'arbitrum', 'DarkKnight_417', 'Da55hyyy', 'Tuhincityx']",163.18,155.16,"['MEXC_Global', 'MaiaDAOMetis', 'AgoraDefi', 'OttoMaticInu', 'tethysfinance', 'Landshareio', 'Token_Traxx', 'AndromedaToadz', 'SynapseProtocol', 'RaydiumProtocol', 'TheNestArcade', 'atem_network', 'MultichainOrg', 'YieldWolf', 'POWERCITYio', 'MetisDAO', 'metalionkingdom', 'nana_erc20', 'Quantic_finance', 'OverRichFinance', 'PolyNetwork2', 'Wowswap_io', 'BinaryDAO_fi', 'shueyinu', 'AurumProtocol', 'Prakhar1295', 'BitcoinMagazine', 'HeroesChained', 'SCW_Token', 'AmaraFinance', 'CatsDAO_CDAO', 'sorsdigital', 'avalancheavax', 'ShiBurnETH', 'AncientKingNft', 'Midas_DAO', 'netswapofficial', 'altavagroup', 'DpadFinance', 'TheEliteCrypto', '9pm', 'gravefinance', 'TheDaoMaker']"
52,AlanByrne12,The Endgame Crypto 🇮🇪,False,2012-06-23 07:42:41+00:00,3551 days 21:43:38.387192,3551,,"Blockchain Enthusiast, NFT & Crypto investor, Defi & Passive Income $STRONG $THOR #HIVE #AXN $LUNA $FTM $ETH",[],113,0,0.03182202196564348,2245,"['Cnote203', 'L0stInTheCrypt0', 'MartiniGuyYT', 'ConorSketches', 'nathanmurf', 'TomBrady', 'Cristiano', 'SkySportsPL', 'CheekyCrypto', 'PreExponential', 'WithoutTheRope', 'Strongblock_io', 'DunamisCrypto', 'xAllinCrypto', 'Doniefox', 'ilikewavingatb1', 'JamesPelton18', 'bet365', 'OhHaiAndy', 'mister_allyn', 'NodeBaron', 'cryptovium', 'HukAleksandra', 'TheCoffeeBlock', 'TheMoonCarl', '0xStryker', 'XRPeuphoria_', 'Fubbling', 'AltcoinGordon', 'technoking23', 'PadAcme', 'stablekwon', 'ymhnft', 'TamasKalman71', 'MarciSteffen', 'deficryptofarm']",3.3,208.42,"['RAFAELA_RIGO_', 'XinFin_Official', 'Jacquel81506626', '0xStryker', 'Cnote203', 'gainzxbt', 'alexpool53', 'TheCrypticWolf1', 'DavMas8', 'Quinnvestments', 'crypto123bull', 'Maurici01565637', 'TamasKalman71', 'HubbleProtocol', 'lyu_johnny', 'KuCoins', 'JellyBearArmy', 'etherstonesfi', 'KuCoinMod', 'McLarenF1', 'TimoJenzer', 'cyrilXBT', 'WithoutTheRope', 'cryptonews', 'cryptofeednews', 'MartaVerse', 'steveebsworth', 'JetSetTogether', 'ApeSHITNFT', 'profit8lue', 'azouzy406', 'kucoin', 'PadAcme', '0xburn_', 'Phemex_official', 'LiamJTait', 'kobratrading', 'Lockton', 'kucoincom', 'FedorovMykhailo', 'dexscreener', 'chzgdv', 'Route2FI', 'NodeBaron', 'alinitas1988', 'OhHaiAndy']"
53,CryptoDuffleBag,Crypto Duffle Bag,False,2021-10-25 19:48:39+00:00,140 days 09:37:41.049371,140,,"Just a guy and his bag - DeFiDegen - Node Lover - Early passive plays - NFA

$Strong (Platinum NFT) l $SINS l $POWER l $THOR l $VPND l $PXT l too many...",[],1868,1,13.342857142857143,2944,"['Saldog13Avila', 'georgegoubran', 'Pullcrypto', 'feelsbirdman', 'mr__cryptooo', 'koin_rad', 'jivasoul', 'TheCoffeeBlock', 'Doy1eee', 'Commando501', 'zLeozilla', 'fud_ruckers', 'CryptoDuffleBag', 'Cyb3RWarri0R', 'crypto_dragon84', 'takegreenpill', 'Stonedpipez', 'TheWizardIsOP', 'Colotropic', 'DragonEggGame', 'TheBreadMakerr', 'TimoJenzer', 'CryptoKing0711', 'Synergi01725956', 'CheetahNF', '_BenAflac', 'Sins_Finance', 'the_daily_defi', 'greatbull3241', 'JParniske', 'NFTRemy', 'HGTPMichael', 'Infogeek000', 'acrobat9898', 'JamesPelton18', 'crypto_coochie', 'bruss47', 'captainapekirk', 'estewmartin', 'Traderlight_', 'SSoukthavone', 'harmlesscookie']",3.86,10.1,"['Strongblock_io', 'PotionNodes', 'Doy1eee', 'parkitt3', 'OlympusDAO', 'AuxiliumFund', 'DragonEggGame', 'fud_ruckers', 'Emerald_Nodes', 'Node_Runner_', 'TavernsKeep', 'ProjectXNodes', 'crypto_coochie', 'DegentlemanDeFi', 'etherstonesfi', 'cremedeladiem', 'combfinancial', 'DeFiMiyagi', 'Way2Lively', 'ValifiApp', 'Alpha_Nodes', 'TheCoffeeBlock', 'lavanodes', 'takegreenpill34', 'DeadlyDonut02', 'takegreenpill', 'ProjectEuropa_', 'TheBreadMakerr', 'HGTPMichael', '0x_angler', '_Th3Rabbit_', 'DRIPcommunity', 'NexusDAODeFi', 'WhaleStats', 'Shibtoken', 'JamesPelton18', 'alexboy514', 'Stonedpipez', 'BigMooseCrypto', 'CryptoDuffleBag', 'GargolaNode', 'Route2FI', 'Cryptolising', 'MechGameNft', 'AustinB95811150']"
54,cryptogooonn,Cryptogoon,False,2020-09-22 14:12:58+00:00,538 days 15:13:22.816556,538,https://t.co/Q9RVajTb6g,"Node Operator - Defi Project Advisor - Small Business Owner- Student - Crypto Researcher-Investor, Subscribe to my YouTube; Free research discord in pinned!",[],8385,1,15.585501858736059,12432,"['thetor_74', 'dav1d_eth', 'Daraleek2', 'Tiff_cryptomaxi', 'Squishy_Crypto', 'AllElitoh_AEW', 'KarinaMD1994', 'BKL1023', 'CryptoMANjiiro1', 'RiaAnjayani', 'AverageJoeNFT', 'FATHERNODOK', 'gainzxbt', 'TophCoins', 'koin_rad', 'takegreenpill', 'TheMidas', 'JesseG22533392', 'krbart5', 'EmersonDickie', '0x_angler', 'Stepffon', 'Larocatain', 'RayFink0231', 'CryptoRugger', 'DHC786', 'Sins_Finance', 'DeFiKrabs', 'BronzedCrypto', 'Radomir_West']",7.16,9.72,"['EmersonDickie', 'WilliamDaverd', 'Squishy_Crypto', 'Southsidexrp', 'pnutbuttrcrypto', 'AlgodTrading', 'TheNodeCatcher', 'KevJustVibin', 'stablekwon', 'Nodeify_Income', 'Thesecretinves2', 'BKL1023', 'krbart5', 'BronzedCrypto', 'elpapichino74', 'cryptogooonn', 'dav1d_eth', 'TestAdventures', 'combfinancial', 'Radomir_West', 'WithoutTheRope', 'RC19Mithun', 'TheMidas', 'CryptoMANjiiro1', 'Chaionblock', 'takegreenpill', 'litterthanli7', '0x_angler', 'NubiIncome', 'koojixo_m', 'Sins_Finance', 'cobie', 'BigMooseCrypto', 'CyberEngines']"
55,DazaiCrypto,Dazai,False,2021-12-30 13:17:45+00:00,74 days 16:08:36.463188,74,https://t.co/jPjl2IvZ45,"Passionate about crypto and DeFi. Everything I say is NFA.

Founder of @defoxyz",[],13478,2,182.13513513513513,8335,"['horological_one', 'cryptografiq', 'darwintheturtle', 'dcee_22', 'AtlasCloud__', 'lyfREimagynd', 'samdogETH', 'TheDoctor_X_', 'TreSiix_', 'YurtNana', 'Cryptoguyy28', 'TheCoffeeBlock', 'cryptopigo28', 'Cnote203', 'LaGorditanum1', 'Aisam82', 'giggity_king', 'Elgreeengo', 'FreedomArtifex', 'JiraiyaReal', 'HODLcoaster', 'AdamAthos', 'Adamcookreal', 'cRika_twt', 'ChronicDetecti2', 'CryptoNoobMoney', 'RobotDefi', 'ArousedAlpaca', 'stevesmithone2', 'AlaskaRed53', 'Will68796790', 'Captain_Node', 'Corkscrew_Fin', 'AlexNodeLife', 'Kriss26874341', 'HordeTweets', 'NodeSenpai', 'Garrin40466481', 'KimPoss88943432', 'DamirPu', 'BuildWealth_', 'tinycapp', 'RainShipNFT']",29.4,1.58,"['0x_billy', 'Giusepp03237274', 'cringe_wizard', '0xStryker', 'JiraiyaReal', 'defoxyz', 'Cnote203', 'RLNodeDistrict', '0xDietla', '100xWolf', 'aleph_finance', 'OhmieStronghodl', 'AtlasCloud__', '0xblockfi', 'Atrop1ne', 'ChronicDetecti2', 'AlexNodeLife', 'threadreaderapp', 'NodeSenpai', 'blockchain19780', 'tinycapp', 'xinfinwhale', 'samsurf64', 'combfinancial', 'TheGMTrader', 'ValifiApp', 'TheBreadMakerr', 'girlgone_crypto', 'pesanto24', 'pandasurfboards', 'MLoCryptoQueen', 'christianelkar2', 'Bobby_Cryptorod', 'RussellRivera', 'LaGorditanum1', 'AdrianlopezHCC', 'ThorNodes']"
56,TheMoneyClip,Money Clip 💵,False,2022-02-19 03:54:29+00:00,24 days 01:31:53.153727,24,,"DeFi, Crypto & Passive Income
Just a non-fungible degen trying to 10,000x

$Strong $Thor $Power $Fire $Atlas $Comb $Vpnd $Pre $Gala $Dag $Ohm $Hec",[],687,0,28.625,166,"['X3Finance', 'Tiff_cryptomaxi', '_iDevThings', 'tn_crypto', 'CanonLloyd', 'CJCrypto25', 'tweet_talha', 'xrpgordy', 'TheCoffeeBlock', 'WorkMoneyFun', 'CryptoFamilyOz1', 'Can48236004', 'DeFiNick1', 'jahazeil_', 'TeamBankless', 'J4cksDX', 'Cryptocaptsea', 'DokterRik', 'HGTPMichael', 'Prosperityx8', 'Palbob82', 'Stonedpipez', 'stonksaplenty', 'staylowkeyvince', 'endoftheworxdd8', 'phfoong', 'Juzzlift', 'D0ntBeRood', 'hiveinvestments', 'HBotez', 'deficryptoborg', 'junioresbarros', 'ShadyAlafensh', 'Asapchia']",4.6,12.18,"['Strongblock_io', 'TheNodeCatcher', 'OlympusDAO', 'DeFiNinjaX', 'staylowkeyvince', 'junioresbarros', 'FantomFDN', 'TavernsKeep', 'tn_crypto', 'garyvee', 'veefriends', 'JarnoLaine', 'deficryptoborg', 'gladstein', 'CryptoFamilyOz1', 'hiveinvestments', 'cryptogooonn', 'WorkMoneyFun', 'Tiff_cryptomaxi', 'CreditSuisse', 'TheCoffeeBlock', 'The_Crypto_Lad', 'ProjectEuropa_', 'Stanford', 'Zentoshi_btc', 'Stonedpipez']"
57,The_Defi_Bum,The Defi Bum,False,2021-10-16 18:36:36+00:00,149 days 10:49:46.856586,149,https://t.co/d1H3PGIdto,"Faith. Family. Defi. I teach defi strategy, share alpha, and if necessary walk you through the process. Educational content coming soon",[],1743,1,11.697986577181208,884,"['crypt0bom', 'Eagles', 'TheCoffeeBlock', 'takegreenpill', 'DazaiCrypto', 'NFL', 'JovianNodes', 'Route2FI', 'sherazasif', 'AangCrypto_33', 'yieldyak_', 'WilliamDaverd', 'Marty_SoFly', 'Remi_Tetot', 'DefiCarpenter', 'NoMonkeyBusine4', 'Strongblock_io', 'AaronBrockwell1', 'Imagineasif11', 'JZTrias', 'RubeiShi', 'all_in_xrp4085', 'DeFi_Dorks', 'Aj28288973', 'StraOakmont', 'mic_thai_', 'xrpniab', 'cjb_boy', 'SirKnutsen', 'nuw_me', 'WolfBritton', '4IR_Alpha', 'Han_yolo1', 'action4momentum', 'gman16180', 'BronzedCrypto', 'RyanSobi77', 'CoinMarketCap', 'RagnarokMonk']",49.56,27.08,"['Strongblock_io', 'TheCryptoDog', 'AlgodTrading', 'cryptometals1', 'sherazasif', 'CryptoChangeO', 'stablekwon', 'Dana_dler21', 'CryptoSeni', 'TraderPi', 'NoMonkeyBusine4', 'TheCoffeeBlock', 'sixers', 'takegreenpill', 'Eagles', 'CyberGuyVick', 'anchor_protocol', 'CryptoNiteFunk', 'PolarrrBear98', 'Remi_Tetot', 'madaboutnodes', 'bigplay24slay', 'Route2FI', 'Nobody_I_Nodes', 'eaglesnicky', 'Crypt891', 'PandemonicPixie']"
