,screen_name,name,verified,created_at,age,age_days,url,description,links,follower_count,avg_new_followers_per_day,favourites_count,avg_likes_last_50,avg_rt_last_50,user_mentions_last_50
112,NFTCLICK_DROPS,NFTCLICK_Airdrop,False,2021-11-06 00:59:10+00:00,129 days 00:24:55.646314,129,https://t.co/Z0jVmy33Fm,"The Largest NFT Drops Aggregator: @NFTCLICK 
Airdrop everything: the latest #NFT, #GameFi and #Metaverse...
DMs are always open.",[],35063,271.8062015503876,202,230.42,1178.34,"['DPK_kreatties', 'im_starrysky', 'MinYong96', 'Akon876', 'tofuNFT', 'lyraaagdl', 'ArunKum83022800', 'syyyamii', 'NFTCLICK_DROPS', 'NFTCLICK', 'Nekoverse_NFT', 'OceanMollu', 'lingonberry123', 'AruujhNft4141', 'pshmxdp', 'LynnCryptoNFT', 'six_stones_1970', 'byukaeneonbanj1', 'sonkies3', 'KCbithotdog', 'EricaSombrowski', 'LIZsttt', 'Xoasis_MST', 'LelandLetham', 'cz_binance', 'news_of_bsc', '2Bof9', 'binance', 'Pepe000328', 'cryptocoon97', 'EliasPilapil04', 'dApesBSC', 'Element_Market', 'CryptoLuxur', 'z_brayn', 'crazyNFTgirl', 'Sagi_jea', 'RadioCacaNFT', 'wulfznft', 'Tianmanderr', 'mustxco2470', 'PlayerOneWorld', 'setiozuhdi', 'imluckywin000_', 'yodahlahyeah', 'BinanceChain', 'wmelonhoney', 'Ninja_MetaV', '0xkennedy', 'Madworldnft', 'murgi_im', 'gongtongfuyudao', 'HuobiWallet', 'NftTire', 'Snoopyf12', 'XMetaverse_', 'TigeeerDAI', 'AKAGilgamesh007', 'MHUSIN49452781', 'ainnayahm_', 'TheBinanceNFT', 'PakstarPoint', 'cryptosgvb', 'maicityxxcutiee']"
113,Cryptonftgems,Crypto NFTs Gems 📈,False,2020-11-10 19:13:03+00:00,489 days 06:11:03.116732,489,,"Cryptocurrency Enthusiastic and NFTs, 📩DM for your crypto project, Shill your project 🔥 Promote your #NFT
#BTC #BSC #ETH #Solana #TRX #Algo",[],46737,95.57668711656441,101,43.02,37.04,"['GoldenBrosNM', 'TheMoonCarl', 'TheBinanceNFT']"
114,BigCityCrypto,Big City Crypto,False,2021-10-20 17:04:38+00:00,145 days 08:19:28.477554,145,,Crypto enthusiast | Big fan of $TRIAS | NFA | Permabull | DYOR | Web3 Consultant | 🚀,[],30302,208.97931034482758,66,85.74,18.2,"['LoonenJeffrey', 'BabyApeBoatClub', 'BullishCheems', 'binance', 'BigCityCrypto']"
115,acebooniepr,Ace Boonie | Billionaire Club #06465,False,2013-06-10 17:24:30+00:00,3199 days 07:59:36.903121,3199,https://t.co/DVWn7x3OUh,"#Bitcoin and #crypto investor on a mission to help you make 💰 & grow wealth. A Super Promoter, NFT Collector, & Metaverse Mogul 😉 DM for Promo inquiries 🤑",[],38531,12.044701469209128,2340,14.58,1009.04,"['bricepromos', 'aaronjmate', 'Telegraph', 'xeniatchoumi', 'DefiantLs', 'MoscowTimes', 'cz_binance', 'binance', 'crypto888crypto', 'hunterorrell', 'acebooniepr', 'Blockworks_', 'NobodyCaribou', 'KyivPost', 'Chitacantik27', 'plainfacenft', 'Missypromotes', 'KimDotcom', 'maxseddon', 'JoeBiden', 'missufe']"
116,cryptic_rich,Cryptic_Rich,False,2017-07-27 17:37:34+00:00,1691 days 07:46:33.341538,1691,https://t.co/ol170OgAz2,"#bitcoin $SHIB  💛 #crypto changed life 🆙  🥷 10x - 50x calls daily 💸 trust in process 💰 
  TG : @Cryptic_rich  ✉️ DM open
  👉  @sonofdogev2",[],72152,42.6682436428149,1224,78.74,252.14,"['myriagames', 'RichQuack', 'sfil_io', 'trust_recruit', 'BitcoinFear', 'garyvee', 'TomCrownCrypto', 'TheMoonCarl', 'Headbangersclb', 'metaskeletons', 'cryptic_rich', 'beefyfinance', 'Bobatama', 'NewStarshipBSC', 'Mdexswap', 'Hayess5178', 'Zinja_ETH', 'TheCryptoLark', 'waterrfountain', 'StellarFrontier', 'catecoin', 'StaFi_Protocol', 'FEGtoken', 'splinterlands', 'RLNodeDistrict', 'BitShibaToken', 'MrsCheems', 'Bitcoin', 'DoopieCash', 'MMCrypto', 'MikeDulaimi', 'MOBOX_Official', 'CryptoSavingExp', 'GamyFi_HQ', 'rubiconshow', 'MartiniGuyYT', 'AltcoinGordon', 'DAlperovitch', 'defi_anya', 'BitcoinMagazine', 'ReefDeFi']"
117,nft_zuko,Zuko | NFT & Crypto Promoter📈,False,2021-09-16 16:10:07+00:00,179 days 09:14:00.782828,179,https://t.co/kEOldzHLaN,"YOU  Create, WE Promote!📈

#NFTGiveaways #NFT #ETH #SOL #ADA #Crypto #BNB

Banners & Bio Tags are available!

Founder at TG 
👇",[],34591,193.24581005586592,28,47.52,1027.42,"['DarkSolArt', 'shinsekaicorp', 'BabySolPunks', 'olyseum', 'nft_zuko', 'AIartdrops', 'GemsScope', 'MadAboutNft', 'TsukiNFT', 'AffynOfficial', 'SocialPrincess7', 'TheLilFrens', 'Bastetnft_lmg', 'AlvaroMorte', 'electrinityio', 'PiggyCrewNFT', 'TokenLUDO', 'certik_io', 'CakedApes', 'o_kalkin', 'Cwincapital', 'commetaverse', 'PGodjira', 'kahiruNFT', 'LilBlobsWorld', 'Astronautiez', 'Elementalverse', 'QE_society', 'skunk720531', 'TheDiamondNFT', 'HelloBlacklist', 'DropSpaceNFT', 'BentoBoiNFT', 'MetaMilfsNFT', 'daniel100eth', 'opensea', 'TFGmykL']"
118,CryptoCabri,CryptoCabri 🐐,False,2021-11-01 10:04:24+00:00,133 days 15:19:44.240569,133,,🐐 I eat everything  ❤️ | #NFT #DeFi 💰 | Gem hunter 💎 | Always DYOR 📄 | #BTC #BSC #AVAX #Polygon #Terra,[],48209,362.4736842105263,121,2.58,406.44,"['BinanceNFT', 'chico_charly2', 'BTCTN', 'BlackSharkNodes', 'FrancePrimexbt', 'CryptoCabri', 'CryptoRhum', 'CryptoMaxine', 'Bushido_Society', 'WSGToken', 'BoredFrogzNFT', 'EthernityChain', 'Boar_War_NFT', 'binance', 'EzekielElliott', 'EarnElexir', 'anchor_protocol', 'dak', 'Ajoobz', 'BossBulliesNFT', 'DegenToonz', 'Grandbazario', 'Strongblock_io', 'SoldierNodes', 'BinanceChain', 'QE_society', 'Madworldnft', 'Hotpot_FinOff', 'FrenchDegen', 'nft_third_place', 'MarrtyMcFlyy', 'Geopoly_Game', 'GemsAndGoblins', 'MetisDAO', 'cryptopolisgame', 'DeHealth_World']"
119,LeadEdgeCrypto,LᴇᴀᴅɪɴɢEᴅɢᴇ Cʀʏᴘᴛᴏ 🚀🌕,False,2021-01-10 23:37:36+00:00,428 days 01:46:32.737646,428,https://t.co/lfNeCcZcPp,"NFT, Crypto Enthusiastic & Promoter, Trader, Low Cap Gems, Looking for 100X 💯 DM for promotion. #BTC #ETH #BSC #NFT #ALGO #Solana DeFi Metaverse Memecoin(DYOR)",[],48471,113.25,87,30.48,13.54,"['FEGexchange', 'ChoiceCoinDAO', 'headline_crypto', 'StaciW_DC', 'Scaramucci', 'ChoiceCoinAlgo', 'silviomicali', 'wsford', 'HerTechChoice', 'UkOffy']"
120,NoMo_NorMo,•𝗡ø𝗠ø•,False,2021-10-16 08:42:23+00:00,149 days 16:41:46.127345,149,,"𝗕𝗹𝗼𝗰𝗸𝗰𝗵𝗮𝗶𝗻 | 𝗖𝗿𝘆𝗽𝘁𝗼 | 𝗡𝗙𝗧 𝗖𝗿𝗲𝗮𝘁𝗼𝗿 & 𝗖𝗼𝗹𝗹𝗲𝗰𝘁𝗼𝗿

                𝘞𝘰𝘳𝘬 80 𝘏𝘰𝘶𝘳𝘴 𝘈 𝘞𝘦𝘦𝘬, 𝘕𝘰𝘵 𝘛𝘰 𝘞𝘰𝘳𝘬 40",[],770,5.167785234899329,23389,7.84,73.96,"['ombinar', 'GodfatherCrypto', 'Annaagency12', 'SavageGRB', 'ShinjaToken', 'KuganPbu', 'BunnyVgossip', 'Master_of_jack', 'cryptojourneyrs', 'ShinjaMcnasty', 'AdamEShelton', 'TunaDin3', 'ShinjaWolve', 'Killer_Gopi8341', 'MartinKove', 'Free_Patriot76', 'ShinjaKoolaid', 'TXGabagool', 'Cryptocitizen6', 'cryptoworld69', 'NoMo_NorMo', 'ShibnobiStrong', 'topsathletic', 'Kdiff681', 'Juan86724462', 'ShinjaPro', 'TM3ATKa', 'brianjungy', 'Shib_nobi', 'tequila_pete', 'Kapa96293696', 'WatcherGuru', 'iam_somusuresh', 'Shinja_moon24', 'SHIBNOBI_KANG', 'Nico__Salsa', 'OniShinjaNinja', 'kemall4545', 'EAhmad510', 'Ye_vuu', 'Obi_wanShibnobi', 'elonmusk', 'BSCGemsAlert', 'PATRIOTICTRADER', 'DadiCandra3', 'davidgokhshtein', 'darwind31671316', 'cheekypanda09', 'MongolianShinja', 'legend_sahil', 'carlitosfsx', 'anindyarespati', 'AltsTrending']"
121,Flidux,Flidux,False,2022-03-11 23:12:26+00:00,3 days 02:11:43.571428,3,,"Crypto investor, NFT enthusiast 👋 
Follow for info on crypto
💰 Daily Giveaways 💰
#BTC #ETH #SOL #ALGO",[],123,41.0,30,1.8888888888888888,65.33333333333333,"['Lekhrajmeena86', 'JPChandigarh', 'maylynne_', 'GemsScope', 'DarrenPromoter', 'kucoincom', 'Bushido_Society', 'Flidux', 'AnshulP4744878', 'DeGodsNFT', 'oocyndication', 'UltorexOfficial', 'emma_babra', 'Syedptiofficial', 'Ritah_ak', 'JoyousHussain', 'SUSHEEL38905811', 'Mosaim9', 'yournftlady', 'Starwezkyy', 'P2Eaddict', 'Syric99', 'Prahlad3K', 'ramprasaddausa1', 'SolportTom']"
122,crypto__doll,Kel Bel 💗,False,2013-03-12 03:16:16+00:00,3289 days 22:07:54.013997,3289,,my reality check bounced,[],5772,1.7549407114624507,17422,4.32,0.18,"['SkurpyCEO', 'LlegitB', 'ElBoy62999597', 'xravexbabyx', 'Sarah70822363', 'Phrankie_Luna', 'lillyvivvi', 'Christi00695888', 'WOLFPIGARMY', 'dontforgetsauce', 'XALAQSA', 'Aldo7412', 'KYSaitama', 'YUGEgreencandle', 'SONNY_POWPOW', 'dlam1977', 'cz_binance', 'blockchainboogi', 'InuSaitama', 'unusual_doge', 'Rick86137765', 'Danny_Zee_', 'salah_alrawas', 'Nopenopenope991', 'GroveToken', 'Salihktem2', 'J_Gon15', 'Alf_alf_a', 'torres81111', 'Crypt0_Dr43ms', 'Shaunking2804', 'Iammrcrypto', 'nzTracy1', 'SAITACrypto', 'SullyFromHTown', 'aprovince636', 'GGthabawselady', 'CraigBryan6', 'crypto_deb', 'moonwalkcoins', 'imagevillain', 'shibmade', 'cryptokiddo7', 'crypto_addicto7', 'tmc_mccarty', 'FaysalHatoum89']"
123,RealCryptoGraph,CryptoGraph Ratings,False,2018-07-30 05:03:04+00:00,1323 days 20:21:06.433195,1323,,"project #rating #review #AMA 
A subsidiary of @R8Capital 
DM for inquiries
TG: https://t.co/dns9eYQeV0
Discussion:https://t.co/osa9rxP1dn","['https://t.co/dns9eYQeV0', 'https://t.co/osa9rxP1dn']",53783,40.65230536659108,2547,63.88,279.18,"['coinpaw', 'gami_nft', 'Crypto_ZeroFi', 'ibcig', 'missnatoshi', 'NomadExiles', 'inmortalcrypto', 'TheRyanLion', 'bapetaverse', 'TAROVERSEcom', 'TheDefiJedi', 'UceDuce4', 'steelleet', 'deliqfinance', 'MagicCraftGame', 'mirlnft', 'TrustPad', 'AstronautBTC', 'beniaminmincu', 'angrymals', 'OpCryptoUK', 'OuterRingMMO', 'eliz883', 'ADTrainers', 'CryptoMatt87', 'PolkaFoundry', 'FEGchris', 'Hayess5178', 'ChadCaff', 'TheCryptoLark', 'BabydogeFanbase', 'BearsRare', 'CryptoSuperApe', 'CryptoHarry_', '2CryptoAddict', 'FrankLambeek', 'BornToDieGame', 'Sayembabu24', 'Crypt0mummy', 'MoonliftCapital', 'UnikongNFT', 'Bullrun_Gravano', 'BlocksNThoughts', 'admen_vc_2', 'CryptoCapo_', 'ProTheDoge', 'galaxy_sidus', 'D4V34NG', 'backerfigth', 'IncomeSharks', 'JustinScerini', 'evolution_bsc', 'CryptoPoseidonn', 'REBEL_BOTS', 'ColliderCraft', 'WolfyCryptoMan', 'cryptokhloe_', '100XCryptoGem', 'cagyjan1', 'bballverse_gg', 'Next100XGEMS', 'davidgokhshtein', 'SpintopNetwork', 'kyle_chasse', 'THORmaximalist', 'ElonTrades', 'wagmiworld', 'unixplaytoearn', 'ShibInform', 'Chosenonesnft', 'cryptoizmedia', 'Morningstar_vc', 'MetaTriads', 'orca_so', 'fantomstarter', 'iamDCinvestor', 'Magnus_fund', 'Cryptomoon68', 'bitcoin_queen_', 'OnurSuBrk', 'MYLESGINVEST', 'metaweartoken', 'penguinkarts', 'thewastedlands', 'ElrondNetwork', 'crypto_iso', 'VT6688', 'nft_astros', '0x_b1', 'exnetworkcap', 'SolfNFT', 'projectPXN', 'Crypto__emily', 'CryptoLego0311', 'ProjectDegis', 'Crypto_Puppy_', 'btc_magazin', 'BinStarterio', 'ElCryptoDeTony', 'uniswap_gem', 'ErthaGame', 'Bullieverse', 'GameYooOfficial', 'TraderNJ1', 'LD_Capital', 'bitcoin_whales', 'paid_network', 'cryptocevo', 'Cryptostacy_', 'MetaversusNFT', 'Stickman_STMAN', 'nylo44', 'Altcoin_Alerts', 'Oiggroup', 'TheLondonCrypto', 'PaikCapital', 'AvalaunchApp', 'PiratesWorldNFT', 'RikkeiFinance', 'AltcoinSherpa', 'CRyptOracl3', 'EvanLuthra', 'CryowarDevs', 'master_ventures', 'erdinc028', 'cryptorecruitr', 'AltcoinGordon', 'ThetanutsFi', 'housegamenft', 'SentreProtocol', 'MetaPharaohsNFT', 'doge_cola', 'chandstwn', 'BotPlanet_', 'nirajhodler', 'CryptoGodJohn', 'MartaVerse', 'blondy_chain', 'GaiminIo', 'ArkyciaMetavers', 'TheMoonCarl', 'CryptoWizardd', 'polkastarter', 'animocabrands', 'SkyVerseNFT', '_RN03xx_', 'TraderDaink', 'real_metachess', 'LilMoonLambo', 'depression2019', 'fanzDAO', 'BCBanditsNFT', 'SeedifyFund', 'moonstarter_off', 'StarterXyz', 'CryptoTony__', 'ShibInfo', 'WiseAnalyze', 'easyeight08', 'SatorSAO', 'CryptoDaku_', 'BlizzardFund', 'TankWarsZone', 'rebelsbynight', 'RAFAELA_RIGO_', 'SadafJadran', 'YawwwNFT', 'Cephii1', 'iSmeshCrypto', 'AvStarCapital', 'PetaByteCapital', 'Route2FI', 'MiddleChildPabk', 'shimacapital', 'Icetea_Labs', 'GemsByKans', 'EricCryptoman', 'BryanLegendCEO', 'crypto_banter', 'Kommunitas1', 'TOPDOGE007', 'ThunderDoge402', 'bycoinhunter', 'Ralvero', 'chainofalliance', 'kahiruNFT', 'sharkraceclub', 'Oxbull5', 'Astrones2', 'AltcoinPepe', 'DeFiatoOfficial', 'ZeroHedge_', 'CryptoTalkMan', 'Un_Charlatan', 'Defi_Maestro', 'MoonMetaverse_', 'chirocrypto', 'MetaGamingGuild', 'peterhuntcrypto', 'The_Delysium', 'Krugman25', 'zhusu', 'CryptopepperP', 'Thecryptomist', 'Heatherfernsby', 'tinyworldgamefi', 'AceOfCrypto', 'MechaChain', 'cradlesio', 'Jamyies', 'AukSolciety', 'XMaximist', 'doge1moon_CEO', 'tehMoonwalkeR', 'moon3dge', 'ccomissioner', 'DaCryptoGems', 'CryptoGPO', 'wagmisaurus', 'filterya', 'j0hnnyw00', 'SkullsPrime', 'MetaMansionsNFT', 'HalvingsC', 'PostyXBT', 'ChinaPumpWXC', 'BigCheds', 'cryptoskullx', 'VegetaCrypto1', 'army_shiba', 'lucianlampdefi', 'VRAmillionaire', 'Livercoin', 'bitcoin_brown', 'oddiyana_vc', 'DeadKnight_SOL', 'launchercoin', 'impossiblefi', 'BITCOINTRAPPER', 'HuobiVentures', 'TheSamuraiSaga', 'Trader_XO', 'TheApiens', 'HeroesChained', 'X21_Digital', 'Titan_Hunters', 'DuelistKingNFT', 'LadyofCrypto1', 'tapfantasy2021', 'itheum', 'MonsterCmpnft', 'JumperWave', 'RaydiumProtocol', 'CoolGirlsNFT', 'crypto_blkbeard', 'MetabotSociety', 'Filecoin', 'EncrypticTV', 'Cryptoprofe_', 'UkiyoPlayers', 'GalaxyPandaNFTs', 'expert_kripto', 'ycombinator', 'BitBitCrypto', 'kokid951', 'EleanorTerrett', 'TartarusFinance']"
124,100XCryptoGem,100XCryptoGem 💎🚀🚀,False,2014-09-05 21:11:16+00:00,2747 days 04:12:54.887877,2747,,Crypto currency INFLUENCER  and promoter Low cap gems 💎 & 100X gems 💎#DM me for promotion #BSCGem #ERCgem #metaVerse #NFTpromoter $GHC $AVN #Voting #TRXMining,[],76288,27.771386967601018,3119,31.18,8.62,"['CoinMarketCap', 'OracleXToken', 'ArchieNeko_', 'saba_fotouhi', 'SpacePeopleNFT', 'TrustPad', 'Bobatama', 'KingsclubSD', 'NgcCngH1', 'Real_NFT_Master', 'ShibaSpooky', 'crypto_birb', 'Zxc_memy', 'CryptoHuntersFr', 'hidechan420', 'flokieasterbsc', 'helitax1', 'CatPepeToken', 'ZoobitFinance', 'yfione', 'CloverSeedsBSC', 'MojitoSwap', 'benjisquad_eth', 'Heto_finance', 'altcryptocom', 'Simoncallssafu', 'GamingFlokiBSC', 'shinyahotman', 'garapwaelah', 'avnrich', 'GoToddHart', 'metaweartoken', 'VT6688', 'RicTicTim', 'killerbigwinx', 'unan_chakma', 'wendykuhn33', 'tko90721032', 'YorkshireInu', 'BetDaoOfficial', 'elonmusk', 'punch_club_NFT', 'opensea', 'SunriseGaming_d', 'Cointelegraph', 'RematiCast_Ray', 'FireDoge_Team', 'solana', 'LMAOtokenbsc', 'MemeTowers', 'Walliderama', 'RisingSunCoin', 'TheScroogeToken', 'bdelgado85', 'OilzFinance', 'MoneyTreeCoin', 'PlayerOneWorld', 'BattlesOfWorld', 'pixelcatclub', 'LegoatNFT', 'ShibaYachtClub_', 'FunnyDonald45', 'robotshiba', 'RematicEGC', 'OfficialTravlad', 'jf_nft', 'ShiBurnETH', 'gate_io', 'coingecko', 'GalaxyHeroesGHC', '0xPolygon', 'CertiKTech', 'Eufox23', 'EdenDivinityBSC', 'Aivangrooso', 'enigma13o1', 'BSCGrimaceCoin', 'tarisaputhri', 'ELOC_bsc', 'ShamankingInu', 'THEecoToken', 'TosinDesire', 'Marcos35Jlle']"
125,DaCryptoGems,Crypto Gems,False,2021-05-31 13:53:02+00:00,287 days 11:31:09.297558,287,https://t.co/bzrzm1F2g9,"Full time #Crypto Investor and Researcher | Looking for Low Cap Gems which can do multiple X's🧐 | My Post are NFA, Please DYOR 🙏",[],109908,382.9547038327526,1846,46.96,27.86,"['BTC_Archive', 'BillyM2k', 'iamnotlucky0', 'XMaximist', 'PPathole', 'DonMakaveliTv1', 'OWLDAOio', 'McDonalds', 'VitalikButerin', 'WClementeIII', 'unoreinsure', '100trillionUSD', 'EverburnToken', 'TheCryptoLark', 'cz_binance', 'Shehraz66723285', 'apexnodes', 'binance', '0xPolygon', 'cobie', 'sandeepnailwal', 'DogeBNBorg', 'NorthmanTrader', 'IndiaToday', 'news18dotcom', 'TeslaNewsDaily', 'EironFycee', 'elonmusk', 'HelloTelos', 'Next100XGEMS', 'bsindia', 'IOHK_Charles', 'SaurabhSurana94', 'MatthewHyland_']"
126,TheEliteCrypto,The Elite Crypto,False,2021-02-09 10:13:51+00:00,398 days 15:10:20.691135,398,https://t.co/TrFWymvXPK,The Best Daily Gems and NFT Collections | Crypto Enthusiast | NFA DYOR,[],78469,197.15829145728642,1198,163.3,150.8,"['sorsdigital', 'AgoraDefi', 'AmaraFinance', 'tethysfinance', '9pm', 'TheDaoMaker', 'OverRichFinance', 'AndromedaToadz', 'ShiBurnETH', 'metalionkingdom', 'shueyinu', 'BinaryDAO_fi', 'avalancheavax', 'MultichainOrg', 'AurumProtocol', 'Wowswap_io', 'TheEliteCrypto', 'SynapseProtocol', 'OttoMaticInu', 'Token_Traxx', 'Landshareio', 'MaiaDAOMetis', 'nana_erc20', 'TheNestArcade', 'DpadFinance', 'gravefinance', 'Prakhar1295', 'atem_network', 'POWERCITYio', 'HeroesChained', 'PolyNetwork2', 'SCW_Token', 'YieldWolf', 'AncientKingNft', 'Quantic_finance', 'CatsDAO_CDAO', 'MEXC_Global', 'RaydiumProtocol', 'MetisDAO', 'BitcoinMagazine', 'netswapofficial', 'Midas_DAO', 'altavagroup']"
127,AlanByrne12,The Endgame Crypto 🇮🇪,False,2012-06-23 07:42:41+00:00,3551 days 17:41:31.178206,3551,,"Blockchain Enthusiast, NFT & Crypto investor, Defi & Passive Income $STRONG $THOR #HIVE #AXN $LUNA $FTM $ETH",[],115,0.032385243593353985,2245,3.3,208.5,"['cyrilXBT', 'PadAcme', 'lyu_johnny', 'Jacquel81506626', 'TamasKalman71', 'DavMas8', 'kobratrading', 'TheCrypticWolf1', 'alexpool53', 'FedorovMykhailo', 'MartaVerse', 'WithoutTheRope', 'cryptonews', 'alinitas1988', 'JellyBearArmy', 'kucoincom', 'Quinnvestments', 'LiamJTait', 'kucoin', 'crypto123bull', 'RAFAELA_RIGO_', 'Cnote203', 'Route2FI', 'cryptofeednews', 'HubbleProtocol', 'gainzxbt', 'chzgdv', 'Lockton', 'KuCoinMod', 'Maurici01565637', 'KuCoins', 'etherstonesfi', 'NodeBaron', 'azouzy406', 'McLarenF1', 'dexscreener', 'Phemex_official', 'steveebsworth', 'ApeSHITNFT', '0xburn_', 'OhHaiAndy', 'JetSetTogether', 'TimoJenzer', 'XinFin_Official', 'profit8lue', '0xStryker']"
128,CryptoDuffleBag,Crypto Duffle Bag,False,2021-10-25 19:48:39+00:00,140 days 05:35:33.646627,140,,"Just a guy and his bag - DeFiDegen - Node Lover - Early passive plays - NFA

$Strong (Platinum NFT) l $SINS l $POWER l $THOR l $VPND l $PXT l too many...",[],1865,13.321428571428571,2939,3.62,9.78,"['alexboy514', 'combfinancial', 'TheBreadMakerr', '_Th3Rabbit_', 'GargolaNode', 'ProjectXNodes', 'Cryptolising', 'Alpha_Nodes', 'HGTPMichael', 'Stonedpipez', 'fud_ruckers', 'DeadlyDonut02', 'lavanodes', 'Route2FI', 'WhaleStats', 'TavernsKeep', 'DRIPcommunity', 'takegreenpill34', '0x_angler', 'BigMooseCrypto', 'DeFiMiyagi', 'Way2Lively', 'DegentlemanDeFi', 'AuxiliumFund', 'etherstonesfi', 'parkitt3', 'Shibtoken', 'AustinB95811150', 'JamesPelton18', 'Strongblock_io', 'CryptoDuffleBag', 'ProjectEuropa_', 'crypto_coochie', 'MechGameNft', 'Doy1eee', 'Emerald_Nodes', 'OlympusDAO', 'ValifiApp', 'cremedeladiem', 'NexusDAODeFi', 'DragonEggGame', 'Node_Runner_', 'PotionNodes', 'TheCoffeeBlock', 'takegreenpill']"
129,cryptogooonn,Cryptogoon,False,2020-09-22 14:12:58+00:00,538 days 11:11:15.038991,538,https://t.co/Q9RVajTb6g,"Node Operator - Defi Project Advisor - Small Business Owner- Student - Crypto Researcher-Investor, Subscribe to my YouTube; Free research discord in pinned!",[],8346,15.513011152416357,12406,8.18,0.68,"['combfinancial', 'anectally', 'TheMidas', 'KulkenX', 'ValentinaPizani', 'NubiIncome', 'CasioWiser', 'TestAdventures', 'Sins_Finance', 'Nodeify_Income', 'Radomir_West', 'EmersonDickie', 'TheNodeCatcher', 'cobie', 'AlgodTrading', 'ShmantzMan', '0x_angler', 'BigMooseCrypto', 'CyberEngines', 'RC19Mithun', 'koojixo_m', 'PyramidMoney_', 'pnutbuttrcrypto', 'GetUrMindStrong', 'Squishy_Crypto', 'BronzedCrypto', 'stablekwon', 'litterthanli7', 'Chaionblock', 'pmward11', 'KevJustVibin', 'Thesecretinves2', 'WilliamDaverd', 'krbart5', 'elpapichino74', 'takegreenpill']"
130,DazaiCrypto,Dazai,False,2021-12-30 13:17:45+00:00,74 days 12:06:28.446718,74,https://t.co/jPjl2IvZ45,"Passionate about crypto and DeFi. Everything I say is NFA.

Founder of @defoxyz",[],13456,181.83783783783784,8335,25.96,1.5,"['Bobby_Cryptorod', 'TheBreadMakerr', 'girlgone_crypto', 'NodeSenpai', 'combfinancial', 'ChronicDetecti2', 'JiraiyaReal', 'AlexNodeLife', 'samsurf64', 'blockchain19780', 'AdrianlopezHCC', 'Cnote203', '0x_billy', 'OhmieStronghodl', 'LaGorditanum1', 'christianelkar2', 'RLNodeDistrict', 'cringe_wizard', 'Atrop1ne', 'pandasurfboards', 'tinycapp', '100xWolf', 'defoxyz', 'aleph_finance', 'AtlasCloud__', '0xblockfi', '0xDietla', 'TheGMTrader', 'RussellRivera', 'ValifiApp', 'pesanto24', 'ThorNodes', 'Giusepp03237274', 'MLoCryptoQueen', 'threadreaderapp', 'xinfinwhale', '0xStryker']"
131,TheMoneyClip,Money Clip 💵,False,2022-02-19 03:54:29+00:00,23 days 21:29:44.900428,23,,"DeFi, Crypto & Passive Income
Just a non-fungible degen trying to 10,000x

$Strong $Thor $Power $Fire $Atlas $Comb $Vpnd $Pre $Gala $Dag $Ohm $Hec",[],686,29.82608695652174,166,4.6,12.16,"['Tiff_cryptomaxi', 'garyvee', 'Stonedpipez', 'veefriends', 'gladstein', 'TheNodeCatcher', 'TavernsKeep', 'deficryptoborg', 'WorkMoneyFun', 'CryptoFamilyOz1', 'hiveinvestments', 'CreditSuisse', 'cryptogooonn', 'The_Crypto_Lad', 'DeFiNinjaX', 'Strongblock_io', 'Zentoshi_btc', 'Stanford', 'tn_crypto', 'ProjectEuropa_', 'OlympusDAO', 'FantomFDN', 'junioresbarros', 'JarnoLaine', 'staylowkeyvince', 'TheCoffeeBlock']"
132,The_Defi_Bum,The Defi Bum,False,2021-10-16 18:36:36+00:00,149 days 06:47:38.374089,149,https://t.co/d1H3PGIdto,"Faith. Family. Defi. I teach defi strategy, share alpha, and if necessary walk you through the process. Educational content coming soon",[],1748,11.731543624161073,884,49.54,25.82,"['madaboutnodes', 'Nobody_I_Nodes', 'CyberGuyVick', 'sixers', 'sherazasif', 'PolarrrBear98', 'PandemonicPixie', 'CryptoSeni', 'eaglesnicky', 'Route2FI', 'anchor_protocol', 'AlgodTrading', 'TraderPi', 'TheCryptoDog', 'CryptoChangeO', 'NoMonkeyBusine4', 'Strongblock_io', 'Eagles', 'cryptometals1', 'Dana_dler21', 'Remi_Tetot', 'stablekwon', 'bigplay24slay', 'Crypt891', 'CryptoNiteFunk', 'TheCoffeeBlock', 'takegreenpill']"
133,NfTavius,NFTavius (33.3%),False,2021-10-13 15:44:41+00:00,152 days 09:39:33.844955,152,,NFT Collector and JPEG enthusiast. Intuitively Intuitive Degen. Here for the ride.,[],305,2.0065789473684212,138,1.0,1765.340425531915,"['NathanCRoth', 'thugDAO', 'SolDuckBusiness', 'notbunjil', 'Obliv1ous', 'SOLgods_', 'SolanaSweeper', 'TheLastApesNFT', 'KingCactiGP', 'SeaShantiesSol', 'macdotsol', 'DeGodsNFT', 'BillWeckwith', 'QuantumTraders_', 'XeanusMonkeysN', 'SimiansNFT', 'SecretSphinxes', 'thegardenparty', 'HighRollerHC', 'bunjil_', 'thugmonkezdao', 'GooneyToonsNFT', 'thugmonkez', 'PeskyPenguinNFT', 'Solana_Pope', 'JRNYcrypto', 'AussieNftGuy', '_Urkann', 'dyorapp', 'enviroGallery', 'NatHarooni', 'camiadeluca', 'PelotonHolder', 'SOL_SNATCHER', 'painXBT', 'LoganWillis55', 'desolateNFT', 'GageBachik', 'GoblinLabNFT', 'veganmonsters_', 'BackpackerFI', '_hcrypto', 'Nettarenft', 'thedogecapital', 'NF_s_Teve', 'BoredApeYC']"
